dossier ,guideline ,PDF link ,method of analysis/ method of detection,observations,moribound animal,corrosivity,"grading of lesion,  irritation response scores ( IVIS, ICE class, irritation index)",cell viability,optical density,IL-1α concentration,systemic effects,"corneal swelling, opacity and fluorescein retention",opacity and permeability,membrane barrier penetration,skin impedance TER,dye binding assay data,results,conclusion,homogeneity and stability ,pH,physical form ,"treatment(grinding, wetting )",particle size,concentration (%),composition,purity (%),direct interaction with MTT,coloring of tissue,solubility in vehicle,chemical batch nr,additional info,0,species/strain,source,age at start of experiment,"age measuring unit (day, week, month, year)",sex,weight,"weight measuring unit (gram, kilogram)",feed,n animals / group,test system,"test system details ( source, stored prior to use, wetting, treatment, strain, pre-, age at sacrifice)",replicates /condition,cell design,receptor fluid,viability,barrier function,morphology,quality control,calibration,proficiency,TER measurement,"measuring system ( uplc/hplc-spectrophotometer,….)",age at sacrifice,in silico,dose level,unity ( or extra information),dose volume (mL),administration / application scheme,route of exposure,use of anaesthesic/analgesic,"patch system ( open, semi-occluded, occluded)",skin condition,exposed area (cm2),exposure time/ time point ,"exposure unity (seconde,,minute,hour, day) and extra information ",observation period (day),scoreing times/sampling franctions,application scheme,treatment period,treatment period time unity ,temperature during treatment period(°C),humidity,temperature during post-treatment(°C),post treatment incubation time,post treatment incubation medium,rinsing ,vehicle name ,vehicle concentration %,procedure,additional info,year,GLP,SCCS comment to test,Ref. in dossier,preliminary study ,Klimisch score,control groups,additional information,own comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hc red n° 3,non OECD,https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_043.pdf,,"conjunctival redness, swelling, and discharge in treated, rinsed eyes after 1 hour. similar irritation, with the addition of low grade corneal opacity with ulceration in one eye, occurred in the treated non-rinsed eyes. recovery: after one day, treated, rinsed eyes displayed slight redness which resolved within one or two days. treated, non-rinsed eyes appeared normal by the third day. ",,,,,,,,,,,,,,,,,,,,,,,,,,,test substance: hc red 3,in vivo,rabbit/new zealand white,,,,,,,,4,,,,,,,,,,,,,,,,100,mg,,instilled into left eye ,ocular,,,,,,,,"1 hour, 1, 2 and 3 days post instillation. ",,,,,,,,,the eyes of two animals were rinsed with 20 ml distilled water 20 seconds post instillation.,neat,,,,1987,no, neither of the experiments followed a guideline and the specifications of the test substance were not described. both the neat and a 3% aqueous solution caused irritation to rabbit eyes. ,4,,,negative control: untreated right eye.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hc red n° 3,non OECD,https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_043.pdf,,slight redness of the conjunctiva was observed in unwashed eyes with no corneal or iridial involvement. no ocular irritation appeared in eyes washed out 4 or 30 seconds after administration throughout the observation period. unwashed eyes appeared normal 8 hours post administration,,,,,,,,,,,,,,,,,,,,3,,,,,,,test substance: hc red #3,in vivo,rabbit/new zealand white,,,,,,,,9,,,,,,,,,,,,,,,,,,0.1,instilled into left eye per animal. ,,,,,,"4, 30",seconds,,"1, 2, 8, 24 hours and 1, 2, 3, 4, 5, 6 and 7 days post instillation ",,,,,,,,,the eyes of three animals were washed with 20 ml distilled water 4 seconds post instillation and the eyes of three animals were washed with 20 ml distilled water 30 seconds post instillation. the eyes of the remaining three animals were not washed.,water,,,,1983,no,,5,,,negative control: untreated right eye. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acid orange 7 ,non OECD,https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_158.pdf,,orange 2 produced very slight redness of abraded skin in some of the rabbits when observed at only 24 hours after application. the authors concluded that this was a false positive reaction.,,,,,,,,,,,,,,"under the conditions in this experiment, the material is classified as non-irritant to the skin.",,,,,,,,,,,,,test substance: orange 2,in vivo,rabbit/albino,,,,m,1.5 – 2.0 ,kg,,4,,,,,,,,,,,,,,,,,100,mg,,single,dermal,,,,,,,,24 h after exposure,,,,,,,,,,,,,,no,assessment of skin irritation is not complying with the actual standards. the substance is considered as a mild skin irritant.,6.7,,,,taken from sccs/1382/10. no experimental data are presented. the protocol followed the modified method of draize (ref. 6). results were published in the literature in 1981 (ref. 7). ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acid orange 7 ,non OECD,https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_158.pdf ,,,,,,,,,,,,,,,,based on the result of the experiment the authors conclude that orange 2 can be classified as non-irritant to the eyes.,,,,,,,,,,,,,test substance: orange 2,in vivo,rabbit,,,,m,,,,3,,,,,,,,,,,,,,,,,100,mg,,,occular,,,,,,,,,,,,,,,,,,,,,,no,,7,,,,taken from sccs/1382/10.no experimental data are presented. protocol and results were published in the literature in 1981 (ref. 7). ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acid orange 7 ,non OECD,https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_158.pdf ,,,,,,,,,,,,,,,,orange 2 was not irritant to the eyes in this test.,,,,,,,,,,,,,test substance: orange 2,in vivo,rabbit,,,,,,,,6,,,,,,,,,,,,,,,,,10,%,,"twice daily, 5 days/week, 4 weeks ",occular,,,,,,,,,4 weeks,,,,,,,,,,,,,no,"assessment of eye irritation is not complying with the actual standards. based on the data submitted, eye irritation potential cannot be evaluated. ",7,,,,"taken from sccs/1382/10.no experimental data are presented. protocol and results were published by burnett and opdyke in 1971, and were briefly cited in ref. 7. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acid red 92,OECD 404,https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_087.pdf,,"the test item did not elicit any observable skin reaction at the application site of any animal. a light to marked red staining was apparent in all animals from 1 hour to day 7 of the observation period and was still present in one animal 14 days after removal of the dressing, the end of the observation period for all animals. no corrosive effects were noted on the treated skin of any animal at any of the measuring intervals. ",,,,,,,,,,,,,,acid red 92 is considered to be not irritating to skin. ,,,,moistened with 0.1ml of water ,,,,99.5 hplc at 548nm,,,,ar92-020420 ,test substance: acid red 92,in vivo,rabbit/new zealand albino white,,,young adult ,f & m,,,,"3 (1 male, 2 females) ",,,,,,,,,,,,,,,,0.5 ,g,,single,"dermal, intact left flank ",,semi-occluded,intact left flank skin ,,4,h,14,"1, 24, 48 and 72 hours, 7, 10 and 14 days after removal of the dressing",,,,,,,,,,,,,,2002,yes,"skin staining caused by acid red 92 would have masked any irritant erythema. therefore, some irritant potential of acid red 92 applied to rabbit skin has not been excluded.",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acid red 92,OECD 405,https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_087.pdf,,"the instillation of the test item into the eye resulted in mild to moderate, early-onset and transient ocular changes, such as reddening of the conjunctivae and sclerae, discharge and chemosis. a slight corneal opacity, affecting up to the whole area of the cornea, was also apparent in one animal from 24 hours to 10 days after treatment. a light to marked red staining was also observed in the treated eye of all animals during the first 7 days after treatment. all ocular effects were reversible and were no longer evident 17 days after treatment. no abnormal findings were observed in the iris of any animal at any reading. no corrosion was observed at any of the measuring intervals.",,,,,,,,,,,,,,the test item did not induce significant or irreversible damage to the rabbit eye.,,,,moistened with 0.1ml of water ,,,,99.5,,,,ar92-020420 ,test substance: acid red 92,in vivo,rabbit/new zealand albino white,,,,f & m,,,,"3 (1 male, 2 females) ",,,,,,,,,,,,,,,,100,mg,,"single, instillation into one eye",occular,,,,,,,17,"1, 24, 48 and 72 hours, as well as 7 and 10, 14 and 17 days after test item application",,,,,,,,,,,,,,2002,yes,"under the conditions of this experiment, acid red 92 was irritating to the rabbit eye.",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"alkyl (C16, C18, C22) trimethylammonium chloride",OECD TG 404,https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_012.pdf,,"slight erythema and oedema were observed 30 minutes after patch removal. at the 24, 48 and 72 hours time points, grade 2- 3 erythema and grade 1-2 oedema were observed. dry and brownish patchy skin was observed at 48 hours, 72 hours and 7 days. other aspects of the application site were: hardened skin at 7 days, ablation of large scales at 7 and 14 days and shiny skin at 14 days. at day 21, adverse skin reactions were absent. ",no,,"the mean score values of the 24, 48 and 72 hour readings were 2.9 for erythema and 1.6 for oedema. at 7 and 14 days, no oedema, but grade 2 erythema was found. ",,,,,,,,,,,the study authors conclude that genamin ctac is irritating to skin when applied for 4 hours at an active concentration of 29%. ,,,,,,29,28-30% cetrimonium chlroide in water ,,,,,e06112547 (04.10.1983),test substance: genamin ctac (28-30% cetrimonium chloride in water) ,in vivo,rabbit/new zealand white albino  ,,,,f,,,,3,,,,,,,,,,,,,,,,0.5,ml,,single,dermal,,semi-occluded,shaved,6 cm² ,4,h,21,"30 minutes, 60 minutes, 24 hours, 48 hours, 72 hours, 7 days, 14 days and 21 days after patch removal. ",,,,,,,,,"after the 4 hour application time, the patch was removed and the area was wiped with a cellulose tissue. ",,,,,1984,no,,10,,,,"oecd tg 404, annex 5 to dir. 67/548/eec, method b.4: acute dermal irritation/corrosion. taken from sccp/1087/07. the study was performed before eu glp-guidelines",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"alkyl (C16, C18, C22) trimethylammonium chloride",OECD TG 404,https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_012.pdf,,"slight erythema and oedema were observed at 30 minutes after patch removal. grade 2-3 erythema was observed at all time points up to 14 days. grade 1-2 oedema was found between 60 minutes and 7 days; at 14 days two rabbits showed no oedema, while grade 2 oedema was found in the third rabbit. dryness of skin was noted at 24, 48 and 72 hours and at 7 and 14 days in 1, 1, 2, 3 and 1 rabbit(s), respectively.",no,," the mean score values of the 24, 48 and 72-hour readings were 3.0 for erythema and 1.9 for oedema.",,,,,,,,,,,the study authors conclude that quartamin 60w25 is irritating to skin when applied to the skin for 4 hours at an active concentration of 25%.,,,,,,25,24-26% cetrimonium chloride in water,,,,,3-4,test substance: quartamin 60w25 (24-26% cetrimonium chloride in water),in vivo,rabbit/new zealand white albino  ,,,,f,,,,3,,,,,,,,,,,,,,,,0.5,ml,,single,dermal,,semi-occluded,shaved,6 cm² ,4,h,14,"30 minutes, 60 minutes, 24 hours, 48 hours, 72 hours, 7 days and 14 days after patch removal. ",,,,,,,,,"after the 4 hour application time, the patch was removed and the area was wiped with a cellulose tissue. ",,,,,1997,yes,,11,,,,"oecd tg 404, annex 5 to dir. 67/548/eec, method b.4: acute dermal irritation/corrosion. taken from sccp/1087/07. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"alkyl (C16, C18, C22) trimethylammonium chloride",OECD TG 404,https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_012.pdf,,"20% quartamin 86w: grade 2 erythema was observed at all time points between 1 and 72 hours, except for one rabbit showing grade 1 at 1 hour. evaluation at 7 days was impaired by crust formation. grade 1 oedema was found at all time points between 1 and 72 hours, except one rabbit showing a grade 2 at 1 hour. no oedema was noted at 7 and 14 days. 2% quartamin 86w: grade 1 erythema was observed at 1, 24 and 48 hours in 1 of 3 rabbits. no erythema was found at later time points. no oedema was noted at any time points between 1 hour and 14 days. ",no,,"at 20%: the mean score values of the 24, 48 and 72 hour readings were 2.0 for erythema and 1.0 for oedema. At 2%: the mean score values of the 24, 48 and 72 hour readings were 0.2 for erythema and 0.0 for oedema. ",,,,,,,,,,,"the study authors conclude that a 20% solution of quartamin 86w (unknown percentage of steartrimonium chloride) in water was irritating to the skin when applied for 4 hours, while a 2% solution showed to be non-irritating.",,,,,,"2, 20",steartrimonium chloride in water ,,,,,1841 (batch nr. not documented),test substance: quartamin 86w (unknown percentage of steartimonium chloride),in vivo,rabbit/new zealand white albino  ,,,,f,,,,3,,,,,,,,,,,,,,,,0.5 ,ml,,single,dermal,,semi-occluded,shaved,6 cm² ,4,h,14,"1, 24, 48 and 72 hours after patch removal. ",,,,,,,,,"after the 4 hour application time, the patch was removed and the area was wiped with cotton wool soaked in distilled water.",,,,,1996 ,yes,,12,,,,"oecd tg 404, annex 5 to dir. 67/548/eec, method b.4: acute dermal irritation/corrosio. taken from sccp/1087/07. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"alkyl (C16, C18, C22) trimethylammonium chloride",OECD TG 404,https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_012.pdf,,"in the rabbit exposed for four hours, grade 2 erythema was observed at all time periods between 1 and 22 days; grade 1 oedema was found at time points between 1 and 7 days. no erythema or oedema was noted at any time point after the 3 minute exposure. the treated skin area of the rabbit exposed for 4 hours was found sporadically dry, rough, indurated, encrusted, chapped and discoloured beige. 22 days after application, pink coloured new skin and a scar were noted. ",no,,"the mean score values of the 24, 48 and 72 hour readings were 2.9 for erythema and 1.6 for oedema. ",,,,,,,,,,,"the study authors conclude that genamin stac (79.2% steartrimonium chloride, 19.1% isopropanol and 0.9% water) caused severe skin burns when applied for 4 hours, but did not lead to any visual signs of irritation when applied for 3 minutes. ",,,,test substance wetted with 0.3ml physiological saline,,,"79.2% steartrimonium chloride, 19.1% isopropanol and 0.9% water",79.2 (din iso 2871) ,,,,1061969521,test substance: genamin stac ,in vivo,rabbit/new zealand white albino  ,,,,f,,,,"3, 1",,,,,,,,,,,,,,,,500,mg,,single,dermal,,semi-occluded,shaved,,"3, 4 ","min, h",22,"30 minutes, 60 minutes, 24 hours, 48 hours, 72 hours, 7 days, 14 days and 22 days after patch removal. ",,,,,,,,,patches were removed and the area was wiped with a cellulose tissue,physiological saline ,,,,1996,yes,,13,,,,"oecd tg 404, annex 5 to dir. 67/548/eec, method b.4: acute dermal irritation/corrosion. taken from sccp/1087/07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"alkyl (C16, C18, C22) trimethylammonium chloride",OECD TG 404,https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_012.pdf,,at one hour all three rabbits showed grade 1 erythema that had ceased completely in all animals at 24 hours. no erythema was observed at 48 hours and 5 days. no oedema was noted at any time points. ,no,,"the mean score values of the 24, 48 and 72 hour readings were 0.4 for erythema and 0.0 for oedema. ",,,,,,,,,,,the study authors conclude that a 10% aqueous solution of the test substance produced some irritation when applied for 3 minutes. ,,,,,,10,"77-83% behentrimonium chloride, 17-23% isopropanol, ≤ 3% water, ≤ 2% free amine and amine HCl ",,,,,0040242 (corresponds to genamin kdmp) ,test substance: formulation in vehicle,in vivo,rabbit/new zealand white albino  ,,,,m,,,,3,,,,,,,,,,,,,,,,0.5,ml,,single,dermal,,semi-occluded,shaved,,3,min,5,"1, 24, 48, and 72 hours and 5 days after patch removal. ",,,,,,,,,"after the application time, the patch was removed and the area was wiped with a dry gauze pad.",methylcellulose aqueous solution,0.5,,,2001,yes,,14,,,,"oecd tg 404, annex 5 to dir. 67/548/eec, method b.4: acute dermal irritation/corrosion. taken from sccp/1087/07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"alkyl (C16, C18, C22) trimethylammonium chloride",OECD TG 404,https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_012.pdf,,no erythema or oedema was noted at any time point.,no,,"the mean score values of the 24, 48 and 72-hour readings were 0.0 for erythema and 0.0 for oedema. ",,,,,,,,,,,the study authors conclude that a 6.25% aqueous solution of the test substance showed no clinical evidence of skin irritation when applied for 3 minutes. ,,,,,, 6.25,"77-83% behentrimonium chloride, 17-23% isopropanol, ≤ 3% water, ≤ 2% free amine and amine HCl",,,,,0040242 (corresponds to genamin kdmp) ,test substance: formulation in vehicle,in vivo,rabbit/new zealand white albino  ,,,,m,,,,3,,,,,,,,,,,,,,,,0.5,ml,,single,dermal,,semi-occluded,shaved,,3,min,5,"1, 24, 48, and 72 hours after patch removal",,,,,,,,,the patch was removed and the area was wiped with a dry gauze pad,methylcellulose aqueous solution,0.5,,,2001,yes,,15,,,,"oecd tg 404, annex 5 to dir. 67/548/eec, method b.4: acute dermal irritation/corrosion. taken from sccp/1087/07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"alkyl (C16, C18, C22) trimethylammonium chloride",OECD TG 405,https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_012.pdf,,"grade 1-2 corneal opacity was found at time points between 1 and 72 hours. at 7, 14 and 21 days, grade 3 corneal opacity was noted. grade 1 iritis was found at all time points between 1 hour and 7 days. no iritis was reported at 14 days and grade 1 iritis in 1/3 animals at 21 days. conjunctival irritation was evident as grade 1-3 redness and grade 3-4 swelling at time points 24, 48 and 72 hours and still persisted as grade 1-2 redness and grade 2 swelling at 21 days. fluorescein staining could not be evaluated at 24 hours and in one rabbit at 48 hours due to swelling of the conjunctivae; at 48 hours 1/2 to 3/4 of the corneal surface was affected in the other two rabbits. ",,,"the mean score values at 24, 48 and 72 hours were 1.9 for opacity, 1.0 for iritis, 2.3 for conjunctival redness and 3.7 for conjunctival chemosis.",,,,,,,,,,,"the study authors conclude that genamin ctac (28-30% cetrimonium chloride in water), as tested, caused irreversible ocular damage, corneal opacity and conjunctival irritation which persisted throughout the test period until day 21.",,,,,,,28-30% cetrimonium chloride in water,,,,,e06112547 (04.10.1983) ,test substance: genamin ctac ,in vivo,rabbit/new zealand white albino  ,,,,,,,,3,,,,,,,,,,,,,,,,0.1,ml,,single,"ocular, conjunctival sac of the left eye",,,,,24,hours,21,"1, 24, 48, and 72 hours after instillation of the test article. when ocular reactions were noted at 72 hours, additional examinations were performed at 7, 14 and 21 days after the instillation. at 24 and 72 hours after instillation, additional examinations using fluorescein solution were performed. ",,,,,,,,,"after 24 hours, treated eyes were rinsed thoroughly with physiological saline warmed to 37 °C. ",,,,,1984,no,"general comment with regard to eye irritation: this class of compounds is well-known as being ocular irritants. it is therefore surprising that so many in vivo studies have been undertaken, some of these being very recent.",16,,,the untreated right eye served as control.,"oecd tg 405, annex 5 to dir. 67/548/eec, method b.5: acute eye irritation/corrosion. the test was performed before the implamantation of eu glp-guidelines",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"alkyl (C16, C18, C22) trimethylammonium chloride",OECD TG 405,https://ec.europa.eu/health/scientific_committees/consumer_safety/docs/sccs_o_012.pdf,,the behaviour and physical condition of the rabbits were normal throughout the study. grade 1 corneal opacity was observed at 1 hour and grade 3-4 opacity was found at all later time points including day 21. the iris could not be evaluated due to the corneal opacity. conjunctival irritation was evident as grade 2-3 redness and grade 3-4 swelling at all time points including day 21.,,,"the mean score values at 24, 48 and 72 hours were 2.8 for opacity, 2.4 for conjunctival redness and 4.0 for conjunctival chemosis. ",,,,,,,,,,,"the study authors conclude that quartamin 60w25 (24-26% cetrimonium chloride in water), as tested, causes irreversible ocular damage under the form of corneal opacity and conjunctival irritation which persisted throughout the test period until day 21.",,,,,,,24-26% cetrimonium chloride in water,,,,,3-4,test substance: quartamin 60w25 ,in vivo,rabbit/new zealand white albino  ,,,,m,,,,3,,,,,,,,,,,,,,,,0.1,ml,,single,"ocular, conjunctival sac of the right eye ",,,,,,,21,"1, 24, 48, and 72 hours after instillation of the test article according to the scoring system of the test guidelines. when ocular reactions were noted at 72 hours, additional examinations were performed at 7, 14 and 21 days after the instillation. ",,,,,,,,,,,,,,1997,yes,"general comment with regard to eye irritation: this class of compounds is well-known as being ocular irritants. it is therefore surprising that so many in vivo studies have been undertaken, some of these being very recent.",17,,,the untreated left eye served as control,"oecd tg 405, annex 5 to dir. 67/548/eec, method b.5: acute eye irritation/corrosion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
